date,OT
2023-10-05 04:51:00,4793
2023-10-05 04:52:00,4410
2023-10-05 04:53:00,4076
2023-10-05 04:54:00,3287
2023-10-05 04:55:00,2176
2023-10-05 04:56:00,2516
2023-10-05 04:57:00,4142
2023-10-05 04:58:00,4225
2023-10-05 04:59:00,4162
2023-10-05 05:00:00,3716
2023-10-05 05:01:00,3333
2023-10-05 05:02:00,1918
2023-10-05 05:03:00,2344
2023-10-05 05:04:00,3691
2023-10-05 05:05:00,4035
2023-10-05 05:06:00,3939
2023-10-05 05:07:00,3738
2023-10-05 05:08:00,2846
2023-10-05 05:09:00,1733
2023-10-05 05:10:00,2184
2023-10-05 05:11:00,3512
2023-10-05 05:12:00,3675
2023-10-05 05:13:00,3831
2023-10-05 05:14:00,2801
2023-10-05 05:15:00,2552
2023-10-05 05:16:00,1950
2023-10-05 05:17:00,2110
2023-10-05 05:18:00,4303
2023-10-05 05:19:00,3883
2023-10-05 05:20:00,4244
2023-10-05 05:21:00,3765
2023-10-05 05:22:00,3286
2023-10-05 05:23:00,1851
2023-10-05 05:24:00,2580
2023-10-05 05:25:00,4140
2023-10-05 05:26:00,4076
2023-10-05 05:27:00,4141
2023-10-05 05:28:00,3898
2023-10-05 05:29:00,3027
2023-10-05 05:30:00,1831
2023-10-05 05:31:00,2282
2023-10-05 05:32:00,4138
2023-10-05 05:33:00,4049
2023-10-05 05:34:00,4272
2023-10-05 05:35:00,4089
2023-10-05 05:36:00,3277
2023-10-05 05:37:00,1954
2023-10-05 05:38:00,2111
2023-10-05 05:39:00,3625
2023-10-05 05:40:00,4415
2023-10-05 05:41:00,3854
2023-10-05 05:42:00,4114
2023-10-05 05:43:00,3492
2023-10-05 05:44:00,1849
2023-10-05 05:45:00,2239
2023-10-05 05:46:00,3976
2023-10-05 05:47:00,4061
2023-10-05 05:48:00,3702
2023-10-05 05:49:00,3622
2023-10-05 05:50:00,3039
2023-10-05 05:51:00,1848
2023-10-05 05:52:00,2082
2023-10-05 05:53:00,3807
2023-10-05 05:54:00,3993
2023-10-05 05:55:00,3567
2023-10-05 05:56:00,3484
2023-10-05 05:57:00,2994
2023-10-05 05:58:00,1793
2023-10-05 05:59:00,2422
2023-10-05 06:00:00,4070
2023-10-05 06:01:00,3987
2023-10-05 06:02:00,3355
2023-10-05 06:03:00,2925
2023-10-05 06:04:00,3010
2023-10-05 06:05:00,1896
2023-10-05 06:06:00,2501
2023-10-05 06:07:00,3851
2023-10-05 06:08:00,4403
2023-10-05 06:09:00,4627
2023-10-05 06:10:00,4221
2023-10-05 06:11:00,3025
2023-10-05 06:12:00,1998
2023-10-05 06:13:00,2297
2023-10-05 06:14:00,3192
2023-10-05 06:15:00,4087
2023-10-05 06:16:00,4787
2023-10-05 06:17:00,4483
2023-10-05 06:18:00,3571
2023-10-05 06:19:00,2263
2023-10-05 06:20:00,2948
2023-10-05 06:21:00,4521
2023-10-05 06:22:00,4563
2023-10-05 06:23:00,4598
2023-10-05 06:24:00,4603
2023-10-05 06:25:00,3349
2023-10-05 06:26:00,2437
2023-10-05 06:27:00,3188
2023-10-05 06:28:00,5291
2023-10-05 06:29:00,5477
2023-10-05 06:30:00,5257
2023-10-05 06:31:00,5000
2023-10-05 06:32:00,3890
2023-10-05 06:33:00,2654
2023-10-05 06:34:00,3656
2023-10-05 06:35:00,5223
2023-10-05 06:36:00,5276
2023-10-05 06:37:00,5476
2023-10-05 06:38:00,5196
2023-10-05 06:39:00,4052
2023-10-05 06:40:00,2635
2023-10-05 06:41:00,4076
2023-10-05 06:42:00,5167
2023-10-05 06:43:00,4972
2023-10-05 06:44:00,5143
2023-10-05 06:45:00,4753
2023-10-05 06:46:00,3795
2023-10-05 06:47:00,2920
2023-10-05 06:48:00,3950
2023-10-05 06:49:00,5493
2023-10-05 06:50:00,5652
2023-10-05 06:51:00,5617
2023-10-05 06:52:00,5234
2023-10-05 06:53:00,4118
2023-10-05 06:54:00,2863
2023-10-05 06:55:00,4032
2023-10-05 06:56:00,5476
2023-10-05 06:57:00,5542
2023-10-05 06:58:00,5340
2023-10-05 06:59:00,5388
2023-10-05 07:00:00,4309
2023-10-05 07:01:00,3117
2023-10-05 07:02:00,4234
2023-10-05 07:03:00,5698
2023-10-05 07:04:00,5721
2023-10-05 07:05:00,6018
2023-10-05 07:06:00,5563
2023-10-05 07:07:00,4159
2023-10-05 07:08:00,2732
2023-10-05 07:09:00,3901
2023-10-05 07:10:00,5749
2023-10-05 07:11:00,5821
2023-10-05 07:12:00,5647
2023-10-05 07:13:00,5219
2023-10-05 07:14:00,4054
2023-10-05 07:15:00,2815
2023-10-05 07:16:00,4253
2023-10-05 07:17:00,5816
2023-10-05 07:18:00,5843
2023-10-05 07:19:00,6058
2023-10-05 07:20:00,6291
2023-10-05 07:21:00,4604
2023-10-05 07:22:00,3354
2023-10-05 07:23:00,4190
2023-10-05 07:24:00,5931
2023-10-05 07:25:00,6443
2023-10-05 07:26:00,5805
2023-10-05 07:27:00,5753
2023-10-05 07:28:00,4709
2023-10-05 07:29:00,3418
2023-10-05 07:30:00,4821
2023-10-05 07:31:00,6444
2023-10-05 07:32:00,6607
2023-10-05 07:33:00,6726
2023-10-05 07:34:00,6334
2023-10-05 07:35:00,4575
2023-10-05 07:36:00,3414
2023-10-05 07:37:00,4535
2023-10-05 07:38:00,5970
2023-10-05 07:39:00,5630
2023-10-05 07:40:00,5384
2023-10-05 07:41:00,4201
2023-10-05 07:42:00,3799
2023-10-05 07:43:00,3301
2023-10-05 07:44:00,4420
2023-10-05 07:45:00,6384
2023-10-05 07:46:00,6964
2023-10-05 07:47:00,6957
2023-10-05 07:48:00,6350
2023-10-05 07:49:00,5324
2023-10-05 07:50:00,3795
2023-10-05 07:51:00,5013
2023-10-05 07:52:00,7005
2023-10-05 07:53:00,6606
2023-10-05 07:54:00,6686
2023-10-05 07:55:00,6163
2023-10-05 07:56:00,4581
2023-10-05 07:57:00,2930
2023-10-05 07:58:00,3585
2023-10-05 07:59:00,4925
2023-10-05 08:00:00,4743
2023-10-05 08:01:00,4716
2023-10-05 08:02:00,3793
2023-10-05 08:03:00,2688
2023-10-05 08:04:00,1682
2023-10-05 08:05:00,1880
2023-10-05 08:06:00,2451
2023-10-05 08:07:00,1644
2023-10-05 08:08:00,1483
2023-10-05 08:09:00,1864
2023-10-05 08:10:00,1927
2023-10-05 08:11:00,1679
2023-10-05 08:12:00,1962
2023-10-05 08:13:00,2469
2023-10-05 08:14:00,1750
2023-10-05 08:15:00,1554
2023-10-05 08:16:00,2820
2023-10-05 08:17:00,2970
2023-10-05 08:18:00,2111
2023-10-05 08:19:00,2393
2023-10-05 08:20:00,3704
2023-10-05 08:21:00,3760
2023-10-05 08:22:00,3698
2023-10-05 08:23:00,4243
2023-10-05 08:24:00,3177
2023-10-05 08:25:00,2361
2023-10-05 08:26:00,2762
2023-10-05 08:27:00,4298
2023-10-05 08:28:00,3838
2023-10-05 08:29:00,3754
2023-10-05 08:30:00,3817
2023-10-05 08:31:00,3175
2023-10-05 08:32:00,2336
2023-10-05 08:33:00,2597
2023-10-05 08:34:00,3715
2023-10-05 08:35:00,4459
2023-10-05 08:36:00,4483
2023-10-05 08:37:00,4225
2023-10-05 08:38:00,3111
2023-10-05 08:39:00,2353
2023-10-05 08:40:00,3198
2023-10-05 08:41:00,4432
2023-10-05 08:42:00,4664
2023-10-05 08:43:00,4471
2023-10-05 08:44:00,4486
2023-10-05 08:45:00,3527
2023-10-05 08:46:00,2514
2023-10-05 08:47:00,2993
2023-10-05 08:48:00,4728
2023-10-05 08:49:00,4883
2023-10-05 08:50:00,5071
2023-10-05 08:51:00,4638
2023-10-05 08:52:00,3757
2023-10-05 08:53:00,2761
2023-10-05 08:54:00,3423
2023-10-05 08:55:00,5066
2023-10-05 08:56:00,4928
2023-10-05 08:57:00,4996
2023-10-05 08:58:00,5004
2023-10-05 08:59:00,3675
2023-10-05 09:00:00,2556
2023-10-05 09:01:00,3732
2023-10-05 09:02:00,4958
2023-10-05 09:03:00,4869
2023-10-05 09:04:00,5224
2023-10-05 09:05:00,4890
2023-10-05 09:06:00,3678
2023-10-05 09:07:00,2456
2023-10-05 09:08:00,3444
2023-10-05 09:09:00,5000
2023-10-05 09:10:00,5496
2023-10-05 09:11:00,5059
2023-10-05 09:12:00,4813
2023-10-05 09:13:00,3810
2023-10-05 09:14:00,2682
2023-10-05 09:15:00,3332
2023-10-05 09:16:00,4872
2023-10-05 09:17:00,5097
2023-10-05 09:18:00,4714
2023-10-05 09:19:00,5048
2023-10-05 09:20:00,3698
2023-10-05 09:21:00,2670
2023-10-05 09:22:00,3416
2023-10-05 09:23:00,4731
2023-10-05 09:24:00,4820
2023-10-05 09:25:00,4813
2023-10-05 09:26:00,4393
2023-10-05 09:27:00,3316
2023-10-05 09:28:00,2416
2023-10-05 09:29:00,2934
2023-10-05 09:30:00,2732
2023-10-05 09:31:00,3805
2023-10-05 09:32:00,3748
2023-10-05 09:33:00,3678
2023-10-05 09:34:00,3322
2023-10-05 09:35:00,2701
2023-10-05 09:36:00,3263
2023-10-05 09:37:00,4105
2023-10-05 09:38:00,4156
2023-10-05 09:39:00,4153
2023-10-05 09:40:00,4256
2023-10-05 09:41:00,3818
2023-10-05 09:42:00,3045
2023-10-05 09:43:00,4079
2023-10-05 09:44:00,4899
2023-10-05 09:45:00,4943
2023-10-05 09:46:00,4907
2023-10-05 09:47:00,4933
2023-10-05 09:48:00,4665
2023-10-05 09:49:00,3366
2023-10-05 09:50:00,3976
2023-10-05 09:51:00,4981
2023-10-05 09:52:00,5331
2023-10-05 09:53:00,5331
2023-10-05 09:54:00,5063
2023-10-05 09:55:00,4252
2023-10-05 09:56:00,3656
2023-10-05 09:57:00,4152
2023-10-05 09:58:00,5089
2023-10-05 09:59:00,5491
2023-10-05 10:00:00,5665
2023-10-05 10:01:00,5423
2023-10-05 10:02:00,4688
2023-10-05 10:03:00,4055
2023-10-05 10:04:00,4830
2023-10-05 10:05:00,5908
2023-10-05 10:06:00,5633
2023-10-05 10:07:00,5786
2023-10-05 10:08:00,5967
2023-10-05 10:09:00,4937
2023-10-05 10:10:00,4327
2023-10-05 10:11:00,5086
2023-10-05 10:12:00,6038
2023-10-05 10:13:00,6324
2023-10-05 10:14:00,6062
2023-10-05 10:15:00,5520
2023-10-05 10:16:00,4670
2023-10-05 10:17:00,4171
2023-10-05 10:18:00,4716
2023-10-05 10:19:00,5939
2023-10-05 10:20:00,6361
2023-10-05 10:21:00,6659
2023-10-05 10:22:00,6264
2023-10-05 10:23:00,5359
2023-10-05 10:24:00,4593
2023-10-05 10:25:00,5092
2023-10-05 10:26:00,6563
2023-10-05 10:27:00,6124
2023-10-05 10:28:00,5817
2023-10-05 10:29:00,6057
2023-10-05 10:30:00,4958
2023-10-05 10:31:00,3651
2023-10-05 10:32:00,4248
2023-10-05 10:33:00,5624
2023-10-05 10:34:00,5595
2023-10-05 10:35:00,5213
2023-10-05 10:36:00,5156
2023-10-05 10:37:00,4350
2023-10-05 10:38:00,3446
2023-10-05 10:39:00,3945
2023-10-05 10:40:00,4639
2023-10-05 10:41:00,5224
2023-10-05 10:42:00,5242
2023-10-05 10:43:00,4939
2023-10-05 10:44:00,4387
2023-10-05 10:45:00,3327
2023-10-05 10:46:00,3692
2023-10-05 10:47:00,4734
2023-10-05 10:48:00,4727
2023-10-05 10:49:00,4994
2023-10-05 10:50:00,4767
2023-10-05 10:51:00,4124
2023-10-05 10:52:00,3230
2023-10-05 10:53:00,3906
2023-10-05 10:54:00,4895
2023-10-05 10:55:00,4871
2023-10-05 10:56:00,4989
2023-10-05 10:57:00,4633
2023-10-05 10:58:00,4475
2023-10-05 10:59:00,2967
2023-10-05 11:00:00,3507
2023-10-05 11:01:00,4337
2023-10-05 11:02:00,4470
2023-10-05 11:03:00,4439
2023-10-05 11:04:00,4895
2023-10-05 11:05:00,3924
2023-10-05 11:06:00,2827
2023-10-05 11:07:00,3481
2023-10-05 11:08:00,4627
2023-10-05 11:09:00,4561
2023-10-05 11:10:00,4626
2023-10-05 11:11:00,4137
2023-10-05 11:12:00,3555
2023-10-05 11:13:00,2671
2023-10-05 11:14:00,3486
2023-10-05 11:15:00,4000
2023-10-05 11:16:00,3828
2023-10-05 11:17:00,3935
2023-10-05 11:18:00,3633
2023-10-05 11:19:00,2997
2023-10-05 11:20:00,2194
2023-10-05 11:21:00,2948
2023-10-05 11:22:00,4049
2023-10-05 11:23:00,3792
2023-10-05 11:24:00,4029
2023-10-05 11:25:00,3945
2023-10-05 11:26:00,3523
2023-10-05 11:27:00,2646
2023-10-05 11:28:00,3454
2023-10-05 11:29:00,3703
2023-10-05 11:30:00,3680
2023-10-05 11:31:00,3479
2023-10-05 11:32:00,3756
2023-10-05 11:33:00,3289
2023-10-05 11:34:00,2416
2023-10-05 11:35:00,2793
2023-10-05 11:36:00,3749
2023-10-05 11:37:00,3786
2023-10-05 11:38:00,4002
2023-10-05 11:39:00,3823
2023-10-05 11:40:00,3430
2023-10-05 11:41:00,2400
2023-10-05 11:42:00,2835
2023-10-05 11:43:00,4001
2023-10-05 11:44:00,3795
2023-10-05 11:45:00,3903
2023-10-05 11:46:00,3397
2023-10-05 11:47:00,3005
2023-10-05 11:48:00,2305
2023-10-05 11:49:00,2696
2023-10-05 11:50:00,3866
2023-10-05 11:51:00,3826
2023-10-05 11:52:00,3673
2023-10-05 11:53:00,3660
2023-10-05 11:54:00,3136
2023-10-05 11:55:00,2223
2023-10-05 11:56:00,2623
2023-10-05 11:57:00,3638
2023-10-05 11:58:00,3740
2023-10-05 11:59:00,3767
2023-10-05 12:00:00,3621
2023-10-05 12:01:00,2971
2023-10-05 12:02:00,2221
2023-10-05 12:03:00,2724
2023-10-05 12:04:00,3456
2023-10-05 12:05:00,3581
2023-10-05 12:06:00,2064
